"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"Snow Flower and the Secret Fan ","Drama|History","Wayne Wang","Bingbing Li","Russell Wong","Ji-hyun Jun","","car hitting pedestrian|china|fan|nineteenth century|reversal of fortune","English",2011,6.1
"Murder by Numbers ","Crime|Mystery|Thriller","Barbet Schroeder","Ryan Gosling","Chris Penn","Agnes Bruckner","Color","disposing of a dead body|high school student|murder|sociopath|teenage boy","English",2002,6.1
"R100 ","Comedy|Drama","Hitoshi Matsumoto","Lindsay Kay Hayward","Hitoshi Matsumoto","Shinobu Terajima","Color","coma|one word title|spitting|sushi|swimming pool","Japanese",2013,6.1
"As Above, So Below ","Horror|Mystery|Thriller","John Erick Dowdle","Ben Feldman","Edwin Hodge","Perdita Weeks","Color","archeologist|catacomb|found footage|paris france|philosopher's stone","English",2014,6.1
"Not Easily Broken ","Drama|Romance","Bill Duke","Eddie Cibrian","Jenifer Lewis","Wood Harris","Color","african american protagonist|based on novel|title spoken by character","English",2009,6.1
"Albino Alligator ","Crime|Drama|Thriller","Kevin Spacey","Viggo Mortensen","Joe Mantegna","Faye Dunaway","Color","bar|box office flop|hostage|new orleans louisiana|police","English",1996,6.1
"Dead Like Me: Life After Death ","Comedy|Drama|Fantasy","Stephen Herek","Henry Ian Cusick","Callum Blue","Shenae Grimes-Beech","Color","african american policeman|police|policeman|policewoman|vomiting","English",2009,6.1
"The Sweeney ","Action|Crime|Drama","Nick Love","Hayley Atwell","Ray Winstone","Alan Ford","Color","bank|criminal|detective|flying squad|policewoman","English",2012,6.1
"Exodus: Gods and Kings ","Action|Adventure|Drama","Ridley Scott","Christian Bale","María Valverde","Ben Mendelsohn","Color","egypt|exodus|moses|pharaoh|plague","English",2014,6.1
"Sonny with a Chance             ","Comedy|Family|Romance","","Doug Brochu","Tiffany Thornton","Brandon Mychal Smith","Color","cafeteria|female protagonist|rival|teenage girl|teenager","English",NA,6.1
"Futuro Beach ","Drama","Karim Aïnouz","Wagner Moura","Clemens Schick","Jesuíta Barbosa","Color","gay|male frontal nudity|male nudity|male rear nudity|nudity","Portuguese",2014,6.1
"She's the One ","Comedy|Drama|Romance","Edward Burns","John Mahoney","Frank Vincent","Michael McGlone","Color","claim in title|infidelity|irish american|love|sex","English",1996,6.1
"The Betrayed ","Crime|Drama|Mystery|Thriller","Amanda Gusack","Alice Krige","Christian Campbell","Blaine Anderson","Color","blood splatter|ski mask|stolen money|vomiting|warehouse","English",2008,6.1
"August ","Drama|Romance","Eldar Rapaport","Murray Bartlett","Adrian Gonzalez","Edward Conna","Color","apartment|gay parent|job interview|male pubic hair|pubic hair","English",2011,6.1
"Beneath the Planet of the Apes ","Action|Adventure|Sci-Fi","Ted Post","Linda Harrison","Gregory Sierra","Victor Buono","Color","ape|astronaut|mission|planet|rescue","English",1970,6.1
"Hobo with a Shotgun ","Action|Comedy|Thriller","Jason Eisener","Gregory Smith","Robb Wells","Molly Dunsworth","Color","hobo|pedophile|rampage|shotgun|vigilante","English",2011,6.1
"Griff the Invisible ","Comedy|Drama|Romance|Sci-Fi","Leon Ford","Maeve Dermody","Patrick Brammall","Kelly Paterniti","Color","alter ego|awkwardness|office|scientist|superhero","English",2010,6.1
"Anatomy ","Horror|Thriller","Stefan Ruzowitzky","Benno Fürmann","Rüdiger Vogler","Sebastian Blomberg","Color","dissection|male pubic hair|medical school|medical student|train","German",2000,6.1
"We Are Your Friends ","Drama|Music|Romance","Max Joseph","Vanessa Lengies","Emily Ratajkowski","Jonny Weston","Color","box office flop|critically bashed|male objectification|narcissism|wannabe dj","English",2015,6.1
"Grave Encounters ","Horror","Colin Minihan","Mackenzie Gray","Sean Rogerson","Ashleigh Gryzko","Color","ghost|ghost hunting|labyrinth|paranormal|reality show","English",2011,6.1
"Small Apartments ","Comedy|Crime|Drama","Jonas Åkerlund","Noel Gugliemi","Saffron Burrows","Matt Lucas","","fire investigator|landlord|suicide|talking to one's self in a mirror|turpentine","English",2012,6.1
"Ed and His Dead Mother ","Comedy|Horror","Jonathan Wacks","Steve Buscemi","Gary Farmer","Jon Gries"," Black and White","based on ed gein|dog|hyperactive|macabre|zombie","English",1993,6.1
"Conquest of the Planet of the Apes ","Action|Sci-Fi","J. Lee Thompson","Roddy McDowall","Gordon Jump","John Randolph","Color","ape|future|intelligence|revolution|slave revolt","English",1972,6.1
"Grace Unplugged ","Drama|Music","Brad J. Silverman","Shawnee Smith","Michael Welch","Anthony Reynolds","Color","christianity|love|reference to justin bieber|reference to taylor swift|worship","English",2013,6.1
"Road Hard ","Comedy","Adam Carolla","Jay Mohr","Jim O'Heir","David Alan Grier","Color","girl in panties|panties|red panties|stand up comedy","English",2015,6.1
"Mercury Rising ","Action|Crime|Drama|Thriller","Harold Becker","Bruce Willis","Miko Hughes","Carrie Preston","Color","autistic child|boy|child in danger|fbi|nsa","English",1998,6.1
"Friday the 13th Part 2 ","Horror|Mystery|Thriller","Steve Miner","Betsy Palmer","Adrienne King","Amy Steel","Color","ice pick|jason voorhees|lake|pitchfork|shack","English",1981,6.1
"Down and Out with the Dolls ","Comedy|Music","Kurt Voss","Lemmy","Coyote Shivers","Zoë Poledouris","Color","female bassist|female drummer|female guitarist|female singer|portland oregon","English",2001,6.1
"Grand Theft Parsons ","Adventure|Comedy|Drama","David Caffrey","Marley Shelton","Scott Adsit","Jim Cody Williams","Color","guitar|hearse|manager|musician|singer","English",2003,6.1
"Beyond the Black Rainbow ","Sci-Fi|Thriller","Panos Cosmatos","Chris Gauthier","Marilyn Norry","Eva Bourne","Color","exploitation|four word title|hallucinogen|lynchian|telepathy","English",2010,6.1
"Lake Mungo ","Drama|Horror|Mystery|Thriller","Joel Anderson","Talia Zucker","Rosie Traynor","Martin Sharpe","Color","ghost|lake|parapsychologist|psychic|secret","English",2008,6.1
"The Battle of Shaker Heights ","Comedy|Drama|Romance","Efram Potelle","Shiri Appleby","Elden Henson","Kathleen Quinlan","Color","bully comeuppance|high school|painter|reference to led zeppelin|wetting pants","English",2003,6.1
"Safe Men ","Comedy|Crime","John Hamburg","Harvey Fierstein","Michael Lerner","Josh Pais","Color","gangster|organized crime|robbery|rosh hashanah|safecracking","English",1998,6.1
"Alone with Her ","Crime|Drama|Thriller","Eric Nicholas","Jordana Spiro","Ana Claudia Talancón","Jonathon Trent"," Black and White","female nudity|female pubic hair|masturbation|panties|pubic hair","English",2006,6.1
"Childless ","Drama","Charlie Levi","Joe Mantegna","Barbara Hershey","Diane Venora","Color","","English",2008,6.1
"Love Letters ","Drama|Romance","Amy Holden Jones","Jamie Lee Curtis","Sally Kirkland","Amy Madigan","Color","1980s|affair|female protagonist|radio|woman wearing only a man's shirt","English",1983,6.1
"Benji ","Adventure|Family|Romance","Joe Camp","Frances Bavier","Peter Breck","Edgar Buchanan","Color","animal abuse|cat|dog|dog movie|tween girl","English",1974,6.1
"Drinking Buddies ","Comedy|Drama|Romance","Joe Swanberg","Olivia Wilde","Anna Kendrick","Ti West","Color","brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini","English",2013,6.1
"The Slaughter Rule ","Drama|Sport","Alex Smith","Ryan Gosling","Clea DuVall","Eddie Spears","Color","cheerleader|father son relationship|football coach|loss of father|mother son relationship","English",2002,6.1
"What Happens in Vegas ","Comedy|Romance","Tom Vaughan","Treat Williams","Andrew Daly","Michelle Krusiec","Color","casino|father son relationship|jackpot|judge|wedding","English",2008,6.1
"The Dark Hours ","Horror|Thriller","Paul Fox","Dov Tiefenbach","Jeff Seymour","Gordon Currie","Color","brain tumor|champagne|game|psychiatrist|weekend","English",2005,6.1
"Maniac ","Horror|Thriller","Franck Khalfoun","America Olivo","Nora Arnezeder","Liane Balaban","Color","exhibition|mannequin|obsession|oral sex|photographer","English",2012,6.1
"Sugar Town ","Comedy|Music","Allison Anders","Ally Sheedy","Rosanna Arquette","John Doe","Color","drugs|music producer|rock music|title directed by female|vegetarian","English",1999,6.1
"Cat People ","Fantasy|Horror|Thriller","Paul Schrader","Ed Begley Jr.","Ruby Dee","John Heard","Color","cat|cat people|leopard|love|slip the undergarment","English",1982,6.1
"The Signal ","Sci-Fi|Thriller","William Eubank","Lin Shaye","Olivia Cooke","Beau Knapp","Color","computer hacker|girlfriend in a coma|nosebleed|prosthetic leg|road trip","English",2014,6.1
"Pink Flamingos ","Comedy|Crime|Horror","John Waters","Divine","Mink Stole","Edith Massey","Color","absurd humor|egg|gross out humor|lesbian|sex","English",1972,6.1
"On the Downlow ","Drama","Tadeo Garcia","Tatiana Suarez-Pico","Michael Cortez","Eric Ambriz","Color","gang initiation|gunplay|hazing|latino|shakespeare's romeo and juliet","English",2004,6.1
"Spider-Man 3 ","Action|Adventure|Romance","Sam Raimi","J.K. Simmons","James Franco","Kirsten Dunst","Color","sandman|spider man|symbiote|venom|villain","English",2007,6.2
"Indiana Jones and the Kingdom of the Crystal Skull ","Action|Adventure|Fantasy","Steven Spielberg","Harrison Ford","Ray Winstone","Jim Broadbent","Color","cult figure|femme fatale|indiana jones|unsubtitled foreign language|year 1957","English",2008,6.2
"Rush Hour 3 ","Action|Comedy|Crime|Thriller","Brett Ratner","Tzi Ma","Dana Ivey","Noémie Lenoir","Color","ambassador|assassination|chinese|french|triad","English",2007,6.2
"Dark Shadows ","Comedy|Fantasy|Horror","Tim Burton","Johnny Depp","Chloë Grace Moretz","Christopher Lee","Color","camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup","English",2012,6.2
"Bee Movie ","Adventure|Animation|Comedy|Family","Steve Hickner","Matthew Broderick","Oprah Winfrey","Rip Torn","Color","bee|dream sequence|egg|scatological humor|squashed bug","English",2007,6.2
"Night at the Museum: Secret of the Tomb ","Adventure|Comedy|Family|Fantasy","Shawn Levy","Robin Williams","Rami Malek","Steve Coogan","Color","museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet","English",2014,6.2
"RoboCop ","Action|Crime|Sci-Fi|Thriller","José Padilha","Gary Oldman","Abbie Cornish","Jennifer Ehle","Color","law enforcement|police|robocop|robot|technology","English",2014,6.2
"300: Rise of an Empire ","Action|Drama|Fantasy|War","Noam Murro","Eva Green","Sullivan Stapleton","Peter Mensah","Color","army|commander|female rear nudity|greek|navy","English",2014,6.2
"The Campaign ","Comedy","Jay Roach","Will Ferrell","Thomas Middleditch","Katherine LaNasa","Color","campaigning|congressman|north carolina|title at the end|u.s. congressman","English",2012,6.2
"The Saint ","Action|Adventure|Romance|Sci-Fi|Thriller","Phillip Noyce","Alun Armstrong","Michael Byrne","Velibor Topic","Color","cold fusion|disguise|energy|fusion|the saint","English",1997,6.2
"Tower Heist ","Action|Comedy|Crime","Brett Ratner","Matthew Broderick","Gabourey Sidibe","Judd Hirsch","Color","apartment|fbi|fraud|heist|manager","English",2011,6.2
"Open Season ","Adventure|Animation|Comedy|Family","Roger Allers","Jon Favreau","Debra Messing","Jane Krakowski","Color","bear|deer|forest|grizzly bear|hunter","English",2006,6.2
"Last Action Hero ","Action|Adventure|Comedy|Fantasy","John McTiernan","F. Murray Abraham","Tom Noonan","Joan Plowright","Color","action hero|hero|magic|ticket|video store","English",1993,6.2
"Wolf ","Drama|Horror|Romance|Thriller","Mike Nichols","David Hyde Pierce","Peter Gerety","Ron Rifkin","Color","blood|publisher|publishing house|werewolf|wolf","English",1994,6.2
"Osmosis Jones ","Action|Adventure|Animation|Comedy|Crime|Family|Fantasy","Bobby Farrelly","Ron Howard","Brandy Norwood","David Hyde Pierce","Color","blood|body|egg|virus|white blood cell","English",2001,6.2
"Entrapment ","Action|Crime|Romance|Thriller","Jon Amiel","Will Patton","Kevin McNally","Maury Chaykin","Color","art thief|insurance|mask|master thief|reference to iron maiden","English",1999,6.2
"Proof of Life ","Action|Drama|Thriller","Taylor Hackford","Pamela Reed","Alun Armstrong","Michael Kitchen","Color","jungle|pipeline|prisoner|ransom|south america","English",2000,6.2
"Austin Powers in Goldmember ","Action|Comedy|Crime","Jay Roach","Verne Troyer","Josh Zuckerman","Robert Wagner","Color","fem bot|prison|seductive fembot|spy|time travel","English",2002,6.2
"Jack Ryan: Shadow Recruit ","Action|Drama|Thriller","Kenneth Branagh","Colm Feore","Nonso Anozie","Gemma Chan","Color","covert analyst|marine|russian|spy|stock market","English",2014,6.2
"Reign of Fire ","Action|Adventure|Fantasy|Sci-Fi|Thriller","Rob Bowman","Christian Bale","Gerard Butler","Matthew McConaughey","Color","castle|dragon|fire breathing dragon|militia|survival","English",2002,6.2
"Duplicity ","Comedy|Crime|Romance|Thriller","Tony Gilroy","Julia Roberts","Tom Wilkinson","Denis O'Hare","Color","ceo|dubai|product|rivalry|spy","English",2009,6.2
"Winter's Tale ","Drama|Fantasy|Mystery|Romance","Akiva Goldsman","Matt Bomer","William Hurt","Kevin Corrigan","Color","black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman","English",2014,6.2
"Walking Tall ","Action|Crime","Kevin Bray","Dwayne Johnson","Ashley Scott","Michael Bowen","Color","casino|football|sheriff|special forces|violence","English",2004,6.2
"Flightplan ","Drama|Mystery|Thriller","Robert Schwentke","Erika Christensen","Michael Irby","Haley Ramm","Color","captain|flight|flight attendant|plane|search","English",2005,6.2
"All the King's Men ","Drama|Thriller","Steven Zaillian","Kate Winslet","Anthony Hopkins","Kevin Dunn"," Black and White","governor|journalist|louisiana|mistress|politician","English",2006,6.2
"Knowing ","Drama|Mystery|Sci-Fi|Thriller","Alex Proyas","Nicolas Cage","Ben Mendelsohn","Chandler Canterbury","Color","disaster|end of the world|number|student|time capsule","English",2009,6.2
"Shanghai Knights ","Action|Adventure|Comedy","David Dobkin","Fann Wong","Anna-Louise Plowman","Georgina Chapman","Color","1880s|arrow|imperial seal|murder|revenge","English",2003,6.2
"Resident Evil: Apocalypse ","Action|Horror|Sci-Fi|Thriller","Alexander Witt","Milla Jovovich","Thomas Kretschmann","Mike Epps","Color","cover up|monster|strong female character|strong female lead|zombie apocalypse","English",2004,6.2
"Hannibal Rising ","Crime|Drama|Thriller","Peter Webber","Li Gong","Stephen Walters","Richard Brake","Color","aunt|cannibalism|faked death|medical student|revenge","English",2007,6.2
"Mad City ","Crime|Drama|Thriller","Costa-Gavras","Mia Kirshner","Blythe Danner","William Atherton","Color","hostage|museum|natural history museum|news reporter|reporter","English",1997,6.2
"Beautiful Creatures ","Drama|Fantasy|Romance","Richard LaGravenese","Alden Ehrenreich","Zoey Deutch","Pruitt Taylor Vince","Color","dream|escape|magic|magic spell|small town","English",2013,6.2
"Miss Congeniality ","Action|Comedy|Crime|Romance","Donald Petrie","Candice Bergen","Wendy Raquel Robinson","Heather Burns","Color","beauty pageant|fbi|female agent|pageant|undercover","English",2000,6.2
"The Big Year ","Comedy","David Frankel","Joel McHale","Kevin Pollak","JoBeth Williams","Color","alaska|birding|competition|migration|storm","English",2011,6.2
"Scream 4 ","Horror|Mystery","Wes Craven","Alison Brie","Aimee Teegarden","Shenae Grimes-Beech","Color","author|book|deputy|murder|sheriff","English",2011,6.2
"Fever Pitch ","Comedy|Drama|Romance|Sport","Bobby Farrelly","Jimmy Fallon","KaDee Strickland","Ione Skye","Color","baltimore orioles|boston red sox|promotion|ups|world series","English",2005,6.2
"The Magic Sword: Quest for Camelot ","Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical","Frederik Du Chau","Gary Oldman","Jaleel White","Eric Idle","Color","camelot|dragon|excalibur|knight|sword","English",1998,6.2
